processed_text,airline_sentiment
1687 mdw san like flights watching free tv works not hardly access websites including,negative
kids mission trip lasalle stranded orlando area cannot get back bos pvd till wednesday,neutral
almost gate 1156 sf please wait 60 seconds,negative
rt paid early bird boarding got b46 said lady well system dead not understand,negative
flights booked saying wait tomorrow,negative
arrangements reimburse rental get,neutral
one planes thanks taking arizona 184,positive
gate agent gave wrong departure info caused miss flight stand nothappy,negative
bag lost according rep not even know please help,negative
sent dm details thanks,positive
thank confirmation maybe people flight directional dislexia,positive
got email confirmation wifi purchase recent flight trouble never flown ever concerned scam,neutral
really carriers staffed got triple looped one no employees sight okc,negative
flight 3744 n284wn departs enroute,neutral
thank cancelled flighting flight last minute course gis 2015 missing one full day trip thanks,negative
flights going dallas morning thanks,neutral
got home hour half late flight least baggage delivered soaking wet,negative
stuck middle seat,neutral
destinationdragons scavenger hunt vegas ready,neutral
know beyond awesome pair tickets show atl girl dream destinationdragons,positive
yes everything worked great,positive
show love companion flight please thank,positive
cancelled flightled flight rescheduled ewk gave pseudo voucher directed worst existence fail,negative
loved,positive
needs train employees lease somewhat empathetic lose luggage monika mwa needs pr lesson,negative
let us,neutral
completely let tonight gate agents ambivalence much sad,negative
kudos rep patricia gate b11 sunday morning chicago midway mdw,neutral
flight cancelled flightled new flight 7 hours late flightr sleep airport tonight cannot even give boarding group seat thanks,negative
reading boarding policy group 8 travellers kids ranging 3 10 possible sit together,neutral
right traveling day guys dropped ball making long night,negative
customer service passive response disappointed flown sw rethinking,negative
broke stroller wife baby gate checked told not problem calling list preferred line,negative
joke return flight delayed 3 row new record guys 💔 😪,negative
nbd able figure workaround wanted help got bags less 24 hours late flightr muchas grassy ass,negative
luggage delivery 1 4am really told midnight multiple times lie crazy bad business,negative
thanks follow sent dm,positive
not get common courtesy phone call answered either policy bad people fired dissaponted,negative
ty consideration,positive
apologies whatever please deliver bags like said would feel like employees lying,negative
robot running account one not remember anything ask conversation,negative
never really lost put another flight knowledge not sure flight ty,negative
crew wn3946 san sfo brilliant rita hilarious know great flight,positive
not responding athletes notcool southwest,negative
whole family special olympic athlete cannot even call 617 653 3040,negative
would really like baggage yesterday employees akron giving tough time,negative
thanks excited see,positive
glad appreciate last dollar ever get thanks wretched customer service,negative
waited 34 mins baggage mdw gt mem flight service suspended no drink 😕,negative
yeah 7am flight tomorrow going add 60 90 min extra roads snow,neutral
thanks helping mom would not let get plane orlando best customerservice,positive
trying rebook fare want get away pricing disappeared time refreshed normal,negative
know not everybody flight 1st time flying case people front deplane 1st not back,neutral
may companion pass please,neutral
kudos crew flight 1050 grr making special memory sweet young passenger momma well done,positive
thank 8uxzj2 paid early bird sat back,negative
good beers oscars 2015 ar dia,positive
yes please companionpass,neutral
45 minute wait bags needed sunday night,negative
love companion pass,positive
winter weather denver extended tomorrow chance even late flightr day would super helpful,neutral
ok supposed california 5hrs ago,negative
need cancelled flight one leg flight cannot seem online hold phone 10 minutes help,negative
list preferred den dal flight cancelled flightled 30 min prior boarding best option tue afternoon seriously epic fail,negative
free tv watching daytona 500 boss,neutral
understand consistent consistent years known around country,negative
